text_input,palette,palette_lab,palette_lab_reorder
"['red', 'hues']","[(19, 1, 1), (240, 222, 222), (251, 118, 118), (227, 63, 63), (210, 29, 29)]","[[4, 133, 130], [229, 134, 130], [167, 179, 153], [133, 191, 166], [115, 194, 176]]","[[4, 133, 130], [115, 194, 176], [133, 191, 166], [167, 179, 153], [229, 134, 130]]"
['cockatiel'],"[(170, 171, 153), (207, 208, 191), (210, 231, 95), (221, 208, 87), (214, 176, 84)]","[[177, 124, 137], [212, 125, 136], [224, 103, 190], [210, 118, 188], [188, 131, 179]]","[[177, 124, 137], [188, 131, 179], [210, 118, 188], [212, 125, 136], [224, 103, 190]]"
"['frozen', 'lake']","[(254, 254, 254), (246, 254, 253), (234, 255, 255), (219, 255, 255), (201, 254, 255)]","[[254, 128, 128], [253, 125, 128], [251, 121, 126], [249, 117, 124], [245, 112, 122]]","[[245, 112, 122], [249, 117, 124], [251, 121, 126], [253, 125, 128], [254, 128, 128]]"
"['childhood', 'ice', 'cream']","[(177, 29, 25), (255, 255, 197), (255, 65, 255), (217, 255, 255), (143, 83, 63)]","[[98, 185, 170], [252, 119, 156], [162, 217, 72], [248, 116, 124], [107, 151, 150]]","[[98, 185, 170], [107, 151, 150], [162, 217, 72], [248, 116, 124], [252, 119, 156]]"
"['light', 'nostalgia']","[(255, 156, 156), (255, 217, 159), (255, 245, 152), (179, 255, 141), (165, 255, 198)]","[[190, 165, 144], [226, 133, 161], [244, 119, 174], [237, 85, 175], [238, 89, 147]]","[[190, 165, 144], [226, 133, 161], [237, 85, 175], [238, 89, 147], [244, 119, 174]]"
"['dark', 'nostalgia']","[(161, 99, 88), (184, 148, 91), (177, 186, 97), (112, 176, 97), (99, 162, 176)]","[[124, 152, 145], [162, 134, 163], [186, 112, 172], [168, 92, 162], [161, 112, 114]]","[[124, 152, 145], [161, 112, 114], [162, 134, 163], [168, 92, 162], [186, 112, 172]]"
"['chocolate', 'cherries']","[(105, 0, 0), (90, 0, 0), (69, 0, 0), (58, 0, 0), (34, 0, 0)]","[[51, 170, 159], [42, 165, 153], [28, 159, 145], [21, 156, 141], [8, 142, 133]]","[[8, 142, 133], [21, 156, 141], [28, 159, 145], [42, 165, 153], [51, 170, 159]]"
"['dark', 'bruises']","[(8, 0, 45), (0, 18, 49), (2, 56, 14), (51, 71, 8), (86, 74, 2)]","[[6, 142, 103], [15, 134, 105], [50, 101, 149], [70, 110, 160], [80, 125, 167]]","[[6, 142, 103], [15, 134, 105], [50, 101, 149], [70, 110, 160], [80, 125, 167]]"
"['deep', 'purples']","[(23, 8, 34), (29, 5, 49), (42, 7, 58), (61, 10, 71), (69, 6, 81)]","[[11, 140, 114], [14, 150, 105], [22, 155, 103], [35, 161, 102], [39, 167, 99]]","[[11, 140, 114], [14, 150, 105], [22, 155, 103], [35, 161, 102], [39, 167, 99]]"
"['the', 'night', 'sky']","[(0, 0, 0), (13, 0, 21), (4, 0, 32), (10, 11, 58), (255, 255, 255)]","[[0, 128, 128], [3, 135, 120], [3, 136, 111], [14, 145, 98], [255, 128, 128]]","[[0, 128, 128], [3, 135, 120], [3, 136, 111], [14, 145, 98], [255, 128, 128]]"
"['the', 'yellows', 'of', 'dodie']","[(251, 240, 40), (254, 246, 91), (255, 249, 136), (255, 251, 167), (255, 252, 184)]","[[237, 113, 214], [242, 113, 201], [246, 115, 183], [248, 117, 169], [249, 119, 161]]","[[237, 113, 214], [242, 113, 201], [246, 115, 183], [248, 117, 169], [249, 119, 161]]"
"['lgbt', 'community', 'support']","[(255, 0, 0), (255, 193, 0), (227, 255, 0), (150, 255, 0), (0, 255, 146)]","[[136, 208, 195], [208, 137, 211], [243, 95, 220], [231, 67, 215], [226, 54, 166]]","[[136, 208, 195], [208, 137, 211], [226, 54, 166], [231, 67, 215], [243, 95, 220]]"
"['dodie', 'yellows']","[(240, 232, 150), (223, 220, 161), (193, 219, 147), (235, 236, 168), (231, 221, 156)]","[[232, 119, 169], [221, 120, 157], [214, 107, 161], [234, 117, 161], [223, 122, 161]]","[[214, 107, 161], [221, 120, 157], [223, 122, 161], [232, 119, 169], [234, 117, 161]]"
"['broken', 'glasses']","[(51, 42, 42), (53, 57, 66), (120, 105, 105), (109, 84, 84), (90, 57, 57)]","[[46, 132, 130], [61, 129, 122], [117, 134, 130], [98, 138, 132], [71, 143, 134]]","[[46, 132, 130], [61, 129, 122], [71, 143, 134], [98, 138, 132], [117, 134, 130]]"
"['the', 'depression']","[(73, 79, 94), (48, 60, 81), (65, 70, 96), (42, 42, 66), (43, 65, 86)]","[[86, 129, 118], [64, 129, 114], [77, 133, 112], [46, 135, 113], [68, 126, 113]]","[[46, 135, 113], [64, 129, 114], [68, 126, 113], [77, 133, 112], [86, 129, 118]]"
"['green', 'leaves', 'arrive']","[(117, 171, 82), (154, 197, 104), (139, 167, 98), (98, 161, 137), (61, 137, 59)]","[[165, 94, 168], [190, 98, 170], [166, 106, 161], [157, 102, 134], [130, 88, 162]]","[[130, 88, 162], [157, 102, 134], [165, 94, 168], [166, 106, 161], [190, 98, 170]]"
"['the', 'fading', 'leaves']","[(227, 184, 117), (146, 129, 103), (150, 97, 97), (189, 199, 105), (121, 146, 84)]","[[197, 135, 168], [140, 130, 144], [119, 150, 137], [198, 111, 174], [146, 108, 158]]","[[119, 150, 137], [140, 130, 144], [146, 108, 158], [197, 135, 168], [198, 111, 174]]"
"['ariel', 'in', 'the', 'sea']","[(234, 132, 132), (84, 195, 219), (125, 208, 131), (210, 119, 242), (119, 186, 164)]","[[169, 167, 145], [188, 104, 107], [196, 87, 159], [164, 183, 80], [180, 102, 132]]","[[164, 183, 80], [169, 167, 145], [180, 102, 132], [188, 104, 107], [196, 87, 159]]"
"['the', 'seasons']","[(173, 230, 231), (255, 180, 195), (220, 221, 163), (231, 188, 159), (255, 255, 255)]","[[223, 110, 122], [206, 157, 131], [221, 119, 156], [202, 139, 148], [255, 128, 128]]","[[202, 139, 148], [206, 157, 131], [221, 119, 156], [223, 110, 122], [255, 128, 128]]"
"['princess', 'dresses']","[(255, 118, 173), (109, 216, 214), (221, 227, 129), (224, 134, 229), (246, 224, 224)]","[[172, 186, 124], [205, 97, 119], [224, 112, 175], [174, 177, 94], [232, 136, 131]]","[[172, 186, 124], [174, 177, 94], [205, 97, 119], [224, 112, 175], [232, 136, 131]]"
"['watercolored', 'tulips']","[(242, 222, 222), (189, 232, 244), (242, 242, 221), (206, 197, 236), (246, 255, 244)]","[[230, 135, 130], [228, 117, 118], [242, 124, 138], [207, 139, 110], [253, 123, 132]]","[[207, 139, 110], [228, 117, 118], [230, 135, 130], [242, 124, 138], [253, 123, 132]]"
"['wax', 'crayons']","[(234, 95, 95), (230, 231, 76), (93, 214, 101), (76, 179, 219), (105, 95, 216)]","[[149, 182, 156], [227, 110, 200], [196, 71, 173], [175, 110, 99], [120, 164, 67]]","[[120, 164, 67], [149, 182, 156], [175, 110, 99], [196, 71, 173], [227, 110, 200]]"
"['spring', 'blossoming']","[(225, 176, 176), (148, 227, 229), (214, 175, 255), (253, 235, 180), (255, 204, 232)]","[[194, 146, 135], [218, 104, 119], [197, 157, 94], [238, 126, 157], [222, 150, 121]]","[[194, 146, 135], [197, 157, 94], [218, 104, 119], [222, 150, 121], [238, 126, 157]]"
"['hulked', 'out']","[(180, 0, 162), (247, 246, 242), (202, 224, 1), (181, 201, 0), (104, 105, 45)]","[[106, 201, 90], [247, 128, 130], [217, 99, 212], [196, 101, 205], [110, 119, 161]]","[[106, 201, 90], [110, 119, 161], [196, 101, 205], [217, 99, 212], [247, 128, 130]]"
['captain'],"[(63, 111, 160), (79, 139, 201), (255, 255, 255), (224, 43, 42), (179, 34, 33)]","[[116, 127, 97], [144, 127, 90], [255, 128, 128], [125, 195, 174], [100, 184, 166]]","[[100, 184, 166], [116, 127, 97], [125, 195, 174], [144, 127, 90], [255, 128, 128]]"
"['lemon', 'jasmine']","[(255, 254, 252), (255, 252, 169), (176, 232, 145), (98, 148, 74), (255, 243, 102)]","[[254, 128, 129], [249, 117, 168], [221, 95, 165], [144, 97, 162], [241, 115, 196]]","[[144, 97, 162], [221, 95, 165], [241, 115, 196], [249, 117, 168], [254, 128, 129]]"
"['french', 'plum']","[(158, 0, 49), (130, 0, 63), (119, 0, 88), (96, 0, 71), (68, 0, 26)]","[[84, 185, 148], [69, 179, 130], [65, 179, 111], [51, 172, 113], [29, 160, 132]]","[[29, 160, 132], [51, 172, 113], [65, 179, 111], [69, 179, 130], [84, 185, 148]]"
"['riverside', 'trees']","[(177, 193, 192), (220, 237, 185), (210, 229, 158), (203, 208, 129), (145, 136, 104)]","[[196, 122, 127], [233, 114, 151], [225, 110, 161], [208, 114, 167], [145, 126, 146]]","[[145, 126, 146], [196, 122, 127], [208, 114, 167], [225, 110, 161], [233, 114, 151]]"
"['falling', 'leaves', 'autumn', 'breeze']","[(249, 160, 17), (219, 133, 40), (189, 126, 57), (140, 106, 69), (105, 85, 64)]","[[186, 152, 203], [161, 154, 188], [148, 146, 174], [121, 137, 154], [96, 133, 143]]","[[96, 133, 143], [121, 137, 154], [148, 146, 174], [161, 154, 188], [186, 152, 203]]"
"['chewing', 'gum']","[(229, 78, 208), (255, 114, 255), (255, 129, 236), (255, 159, 239), (255, 197, 255)]","[[150, 200, 91], [178, 199, 82], [182, 189, 95], [198, 175, 103], [220, 158, 107]]","[[150, 200, 91], [178, 199, 82], [182, 189, 95], [198, 175, 103], [220, 158, 107]]"
"['tundra', 'depths']","[(223, 244, 243), (221, 231, 242), (185, 187, 223), (135, 142, 205), (103, 142, 153)]","[[241, 121, 126], [233, 127, 122], [196, 135, 110], [155, 140, 95], [144, 117, 118]]","[[144, 117, 118], [155, 140, 95], [196, 135, 110], [233, 127, 122], [241, 121, 126]]"
"['green', 'till', 'dawn']","[(27, 136, 81), (66, 170, 31), (122, 200, 0), (157, 207, 0), (226, 200, 0)]","[[128, 85, 149], [157, 74, 185], [187, 79, 201], [197, 89, 205], [205, 121, 209]]","[[128, 85, 149], [157, 74, 185], [187, 79, 201], [197, 89, 205], [205, 121, 209]]"
['witchy'],"[(255, 134, 226), (0, 255, 133), (7, 0, 81), (75, 4, 68), (0, 0, 0)]","[[184, 185, 102], [226, 52, 172], [15, 162, 82], [39, 166, 108], [0, 128, 128]]","[[0, 128, 128], [15, 162, 82], [39, 166, 108], [184, 185, 102], [226, 52, 172]]"
"['rotting', 'fungi']","[(105, 251, 255), (160, 244, 217), (186, 216, 163), (77, 116, 109), (48, 62, 71)]","[[233, 90, 114], [231, 97, 133], [212, 109, 151], [117, 113, 127], [65, 125, 121]]","[[65, 125, 121], [117, 113, 127], [212, 109, 151], [231, 97, 133], [233, 90, 114]]"
['constellation'],"[(32, 51, 62), (36, 49, 64), (37, 48, 63), (188, 142, 86), (229, 205, 138)]","[[51, 124, 119], [51, 127, 117], [50, 128, 117], [159, 139, 164], [212, 127, 164]]","[[50, 128, 117], [51, 124, 119], [51, 127, 117], [159, 139, 164], [212, 127, 164]]"
"['some', 'pink', 'lemonade']","[(224, 224, 224), (244, 189, 174), (201, 132, 132), (60, 106, 113), (99, 65, 100)]","[[227, 128, 128], [207, 146, 143], [158, 155, 139], [107, 114, 119], [83, 149, 113]]","[[83, 149, 113], [107, 114, 119], [158, 155, 139], [207, 146, 143], [227, 128, 128]]"
"['passionate', 'about']","[(246, 137, 95), (244, 156, 67), (251, 150, 47), (244, 170, 29), (240, 195, 16)]","[[174, 166, 169], [183, 154, 186], [182, 159, 194], [191, 145, 202], [205, 130, 208]]","[[174, 166, 169], [182, 159, 194], [183, 154, 186], [191, 145, 202], [205, 130, 208]]"
"['pink', 'to', 'punk']","[(0, 255, 143), (77, 165, 126), (118, 124, 121), (180, 76, 122), (200, 48, 115)]","[[226, 54, 168], [157, 92, 140], [131, 125, 129], [121, 175, 123], [119, 191, 126]]","[[119, 191, 126], [121, 175, 123], [131, 125, 129], [157, 92, 140], [226, 54, 168]]"
"['setting', 'clouds']","[(253, 200, 243), (246, 192, 236), (240, 181, 232), (229, 174, 227), (223, 164, 227)]","[[220, 154, 114], [213, 154, 114], [205, 158, 111], [198, 157, 109], [190, 160, 105]]","[[190, 160, 105], [198, 157, 109], [205, 158, 111], [213, 154, 114], [220, 154, 114]]"
"['aztec', 'ruins']","[(148, 87, 65), (137, 71, 48), (120, 51, 51), (57, 73, 129), (54, 120, 144)]","[[111, 151, 151], [97, 154, 154], [79, 158, 143], [82, 139, 94], [121, 115, 109]]","[[79, 158, 143], [82, 139, 94], [97, 154, 154], [111, 151, 151], [121, 115, 109]]"
"['google', '']","[(82, 134, 236), (216, 80, 64), (242, 189, 66), (88, 165, 92), (243, 243, 243)]","[[145, 143, 71], [134, 180, 166], [203, 135, 194], [157, 89, 159], [244, 128, 128]]","[[134, 180, 166], [145, 143, 71], [157, 89, 159], [203, 135, 194], [244, 128, 128]]"
"['orange', 'tree']","[(255, 206, 24), (255, 217, 24), (255, 229, 24), (255, 241, 24), (255, 252, 24)]","[[216, 131, 211], [223, 125, 213], [231, 119, 215], [239, 113, 218], [246, 108, 220]]","[[216, 131, 211], [223, 125, 213], [231, 119, 215], [239, 113, 218], [246, 108, 220]]"
"['squid', 'ink']","[(24, 10, 24), (46, 21, 44), (74, 30, 72), (93, 28, 91), (114, 33, 111)]","[[11, 136, 122], [29, 145, 118], [50, 156, 111], [60, 166, 105], [74, 173, 101]]","[[11, 136, 122], [29, 145, 118], [50, 156, 111], [60, 166, 105], [74, 173, 101]]"
"['coffee', 'swirls']","[(191, 152, 143), (174, 125, 113), (165, 101, 85), (152, 79, 60), (135, 59, 39)]","[[169, 141, 138], [145, 145, 142], [126, 152, 148], [107, 157, 153], [89, 159, 156]]","[[89, 159, 156], [107, 157, 153], [126, 152, 148], [145, 145, 142], [169, 141, 138]]"
"['shadow', 'tones']","[(237, 195, 116), (34, 34, 34), (163, 41, 39), (202, 202, 202), (34, 51, 68)]","[[206, 133, 173], [34, 128, 128], [94, 177, 160], [207, 128, 128], [52, 127, 115]]","[[34, 128, 128], [52, 127, 115], [94, 177, 160], [206, 133, 173], [207, 128, 128]]"
"['creamy', 'coffee', 'time']","[(169, 112, 112), (255, 255, 255), (111, 59, 59), (119, 150, 169), (246, 184, 184)]","[[136, 151, 137], [255, 128, 128], [80, 151, 138], [154, 122, 115], [205, 150, 137]]","[[80, 151, 138], [136, 151, 137], [154, 122, 115], [205, 150, 137], [255, 128, 128]]"
"['love', 'bite']","[(212, 85, 85), (212, 43, 43), (140, 30, 30), (90, 16, 16), (40, 2, 2)]","[[135, 178, 154], [119, 192, 171], [79, 173, 157], [47, 161, 149], [11, 146, 134]]","[[11, 146, 134], [47, 161, 149], [79, 173, 157], [119, 192, 171], [135, 178, 154]]"
"['you', 'dont', 'understand', 'how', 'much', 'i', 'love', 'you']","[(254, 213, 195), (192, 214, 228), (228, 224, 108), (248, 203, 73), (201, 38, 38)]","[[225, 140, 142], [215, 124, 119], [223, 114, 184], [213, 131, 196], [113, 190, 170]]","[[113, 190, 170], [213, 131, 196], [215, 124, 119], [223, 114, 184], [225, 140, 142]]"
"['shades', 'of', 'cool']","[(211, 159, 153), (205, 211, 153), (229, 229, 201), (90, 174, 174), (147, 131, 107)]","[[179, 146, 139], [211, 117, 156], [230, 123, 142], [169, 103, 120], [142, 130, 143]]","[[142, 130, 143], [169, 103, 120], [179, 146, 139], [211, 117, 156], [230, 123, 142]]"
"['fresh', 'ice', 'rain']","[(203, 255, 254), (31, 63, 94), (0, 255, 223), (232, 255, 252), (133, 231, 210)]","[[246, 111, 123], [66, 127, 106], [230, 71, 129], [251, 120, 127], [218, 94, 129]]","[[66, 127, 106], [218, 94, 129], [230, 71, 129], [246, 111, 123], [251, 120, 127]]"
['stigma'],"[(156, 14, 14), (20, 28, 49), (234, 217, 191), (238, 185, 57), (52, 82, 109)]","[[83, 182, 169], [27, 132, 113], [223, 130, 143], [199, 135, 196], [86, 125, 109]]","[[27, 132, 113], [83, 182, 169], [86, 125, 109], [199, 135, 196], [223, 130, 143]]"
"['mystic', 'night']","[(111, 50, 176), (0, 0, 0), (224, 246, 251), (25, 23, 84), (226, 185, 255)]","[[91, 179, 71], [0, 128, 128], [243, 122, 123], [31, 151, 91], [206, 155, 99]]","[[0, 128, 128], [31, 151, 91], [91, 179, 71], [206, 155, 99], [243, 122, 123]]"
['rogue'],"[(0, 99, 91), (98, 107, 27), (64, 22, 54), (105, 44, 44), (49, 58, 79)]","[[95, 101, 125], [110, 113, 169], [39, 153, 117], [68, 155, 141], [62, 130, 114]]","[[39, 153, 117], [62, 130, 114], [68, 155, 141], [95, 101, 125], [110, 113, 169]]"
"['pretty', 'in', 'purples']","[(220, 194, 238), (198, 179, 223), (185, 163, 212), (167, 140, 186), (152, 130, 180)]","[[209, 145, 110], [193, 143, 108], [179, 145, 106], [158, 147, 108], [148, 146, 105]]","[[148, 146, 105], [158, 147, 108], [179, 145, 106], [193, 143, 108], [209, 145, 110]]"
['bleed'],"[(84, 0, 0), (90, 0, 0), (94, 0, 0), (99, 0, 0), (107, 0, 0)]","[[38, 164, 151], [42, 165, 153], [44, 167, 155], [47, 168, 157], [52, 170, 159]]","[[38, 164, 151], [42, 165, 153], [44, 167, 155], [47, 168, 157], [52, 170, 159]]"
['steampunked'],"[(120, 97, 40), (174, 135, 42), (39, 17, 5), (69, 22, 6), (101, 26, 18)]","[[108, 130, 163], [149, 134, 181], [19, 138, 138], [37, 150, 148], [56, 161, 153]]","[[19, 138, 138], [37, 150, 148], [56, 161, 153], [108, 130, 163], [149, 134, 181]]"
"['liquid', 'lipstick']","[(186, 120, 116), (154, 126, 137), (105, 61, 54), (92, 24, 24), (186, 132, 102)]","[[146, 153, 141], [142, 141, 126], [79, 146, 141], [51, 159, 146], [152, 145, 152]]","[[51, 159, 146], [79, 146, 141], [142, 141, 126], [146, 153, 141], [152, 145, 152]]"
"['south', 'african', 'earthy']","[(137, 78, 52), (84, 57, 57), (83, 114, 133), (154, 126, 73), (201, 132, 85)]","[[101, 150, 154], [69, 140, 133], [118, 122, 114], [139, 132, 161], [156, 150, 164]]","[[69, 140, 133], [101, 150, 154], [118, 122, 114], [139, 132, 161], [156, 150, 164]]"
"['south', 'african', 'flag']","[(195, 91, 72), (229, 192, 39), (69, 137, 98), (43, 41, 38), (18, 85, 146)]","[[131, 168, 159], [201, 127, 202], [132, 97, 142], [43, 128, 130], [90, 132, 89]]","[[43, 128, 130], [90, 132, 89], [131, 168, 159], [132, 97, 142], [201, 127, 202]]"
['playfulness'],"[(30, 37, 50), (24, 127, 114), (250, 255, 254), (255, 243, 54), (215, 65, 51)]","[[37, 129, 118], [122, 97, 127], [254, 126, 128], [240, 113, 212], [128, 186, 170]]","[[37, 129, 118], [122, 97, 127], [128, 186, 170], [240, 113, 212], [254, 126, 128]]"
"['empty', 'and', 'unfulfilled']","[(244, 247, 170), (243, 242, 156), (243, 238, 156), (243, 229, 156), (243, 220, 156)]","[[243, 115, 165], [239, 116, 170], [237, 118, 168], [231, 122, 165], [225, 127, 162]]","[[225, 127, 162], [231, 122, 165], [237, 118, 168], [239, 116, 170], [243, 115, 165]]"
"['cold', 'winter', 'nights']","[(222, 222, 222), (238, 247, 255), (158, 123, 179), (206, 178, 208), (43, 42, 69)]","[[226, 128, 128], [247, 127, 123], [145, 152, 104], [193, 143, 117], [47, 136, 111]]","[[47, 136, 111], [145, 152, 104], [193, 143, 117], [226, 128, 128], [247, 127, 123]]"
"['horrific', 'reds']","[(163, 4, 4), (201, 27, 27), (176, 37, 37), (189, 49, 49), (191, 64, 64)]","[[86, 185, 174], [110, 192, 175], [100, 183, 164], [110, 183, 162], [117, 179, 156]]","[[86, 185, 174], [100, 183, 164], [110, 183, 162], [110, 192, 175], [117, 179, 156]]"
['ravenous'],"[(255, 253, 231), (41, 29, 29), (139, 0, 0), (108, 152, 109), (0, 0, 0)]","[[252, 125, 139], [31, 134, 130], [72, 179, 169], [150, 104, 146], [0, 128, 128]]","[[0, 128, 128], [31, 134, 130], [72, 179, 169], [150, 104, 146], [252, 125, 139]]"
"['purple', 'is', 'the', 'of', 'misery']","[(84, 76, 106), (106, 96, 134), (131, 109, 165), (162, 126, 183), (64, 64, 64)]","[[87, 138, 112], [110, 140, 108], [128, 148, 101], [148, 153, 103], [69, 128, 128]]","[[69, 128, 128], [87, 138, 112], [110, 140, 108], [128, 148, 101], [148, 153, 103]]"
"['sea', 'foam', 'fun']","[(45, 77, 86), (52, 89, 100), (71, 121, 131), (105, 151, 131), (207, 241, 201)]","[[78, 119, 119], [91, 118, 118], [122, 114, 117], [150, 108, 134], [234, 110, 144]]","[[78, 119, 119], [91, 118, 118], [122, 114, 117], [150, 108, 134], [234, 110, 144]]"
"['burgundy', 'dream']","[(136, 99, 99), (106, 72, 67), (74, 45, 23), (63, 24, 24), (39, 26, 16)]","[[117, 143, 134], [87, 142, 137], [55, 139, 148], [36, 147, 137], [27, 133, 137]]","[[27, 133, 137], [36, 147, 137], [55, 139, 148], [87, 142, 137], [117, 143, 134]]"
"['lime', 'love']","[(227, 245, 182), (180, 207, 15), (207, 232, 99), (241, 239, 102), (147, 239, 31)]","[[239, 112, 156], [201, 98, 205], [224, 101, 189], [235, 112, 193], [219, 73, 208]]","[[201, 98, 205], [219, 73, 208], [224, 101, 189], [235, 112, 193], [239, 112, 156]]"
"['faded', 'pastel', 'pinks']","[(254, 227, 246), (232, 203, 224), (215, 190, 208), (202, 178, 196), (179, 156, 173)]","[[237, 140, 122], [216, 142, 121], [203, 140, 122], [191, 140, 122], [170, 139, 122]]","[[170, 139, 122], [191, 140, 122], [203, 140, 122], [216, 142, 121], [237, 140, 122]]"
"['ocean', 'temptress']","[(56, 140, 159), (51, 130, 141), (56, 120, 118), (54, 111, 116), (44, 94, 99)]","[[138, 109, 110], [128, 108, 115], [118, 107, 123], [111, 111, 119], [94, 113, 120]]","[[94, 113, 120], [111, 111, 119], [118, 107, 123], [128, 108, 115], [138, 109, 110]]"
"['the', 'swamp']","[(203, 251, 118), (167, 44, 22), (238, 224, 141), (95, 144, 64), (18, 58, 5)]","[[237, 93, 186], [97, 177, 170], [226, 121, 170], [140, 97, 165], [53, 103, 154]]","[[53, 103, 154], [97, 177, 170], [140, 97, 165], [226, 121, 170], [237, 93, 186]]"
"['ravenous', 'red']","[(221, 0, 0), (193, 0, 0), (169, 0, 0), (139, 0, 0), (103, 0, 0)]","[[118, 200, 188], [102, 193, 183], [89, 187, 177], [72, 179, 169], [50, 169, 158]]","[[50, 169, 158], [72, 179, 169], [89, 187, 177], [102, 193, 183], [118, 200, 188]]"
"['regal', 'red']","[(135, 81, 81), (111, 61, 61), (94, 53, 53), (79, 44, 44), (71, 43, 43)]","[[104, 151, 138], [81, 150, 138], [69, 146, 136], [57, 144, 135], [54, 141, 133]]","[[54, 141, 133], [57, 144, 135], [69, 146, 136], [81, 150, 138], [104, 151, 138]]"
['donuts'],"[(255, 121, 167), (107, 62, 38), (210, 244, 225), (253, 245, 201), (88, 192, 255)]","[[173, 184, 128], [79, 145, 151], [238, 113, 133], [245, 124, 150], [189, 117, 88]]","[[79, 145, 151], [173, 184, 128], [189, 117, 88], [238, 113, 133], [245, 124, 150]]"
"['lakes', 'bag']","[(126, 148, 149), (221, 221, 221), (204, 204, 204), (187, 187, 187), (170, 170, 170)]","[[152, 120, 125], [225, 128, 128], [209, 128, 128], [193, 128, 128], [178, 128, 128]]","[[152, 120, 125], [178, 128, 128], [193, 128, 128], [209, 128, 128], [225, 128, 128]]"
